ID,Commodity,Month/Year,Month,Year,Average Price,Month-on-Month,Year-on-Year,Lowest State,Lowest Price,Highest State,Highest Price
1024,Mackerel : frozen,Jun-22,June,2022,1459.82,2.02,23.82,Taraba ,1000,Anambra ,2316.31
1025,Maize grain white sold loose,Jun-22,June,2022,324.32,3.04,22.66,Adamawa ,202.53,Lagos ,501.74
1026,Maize grain yellow sold loose,Jun-22,June,2022,321.04,2.73,17.13,Adamawa ,207.53,Abia ,493.89
1027,Mudfish (aro) fresh,Jun-22,June,2022,1336.31,1.98,19.15,Bauchi ,755.4,Abuja ,2215.75
1028,Mudfish : dried,Jun-22,June,2022,2086.98,1.83,15.68,Adamawa ,1333.33,Abia ,3516.79
1029,Onion bulb,Jun-22,June,2022,393.32,1.5,24.62,Bauchi ,142.59,Cross_River ,884.06
1030,"Palm oil: 1 bottle,specify bottle",Jun-22,June,2022,870.9,2.77,42.96,Kwara ,510.9,Imo ,1185.36
1031,Plantain(ripe),Jun-22,June,2022,325.92,3.19,13.01,Gombe ,182.3,Imo ,527.06
1032,Plantain(unripe),Jun-22,June,2022,302.93,-11.07,11.42,Gombe ,190.21,Imo ,484.24
1033,Rice agric sold loose,Jun-22,June,2022,510.02,0.56,13.48,Adamawa ,400.65,Akwa_Ibom ,780
1034,Rice local sold loose,Jun-22,June,2022,488.68,9.2,21.62,Jigawa ,374.24,Rivers ,613.5
1035,Rice Medium Grained,Jun-22,June,2022,511.94,3.01,14.37,Kebbi ,362.39,Rivers ,734.63
1036,"Rice,imported high quality sold loose",Jun-22,June,2022,636.2,2.67,13.74,Bauchi ,480.65,Rivers ,840.04
1037,Sweet potato,Jun-22,June,2022,247.91,5.63,28.52,Adamawa ,151.57,Akwa_Ibom ,379.79
1038,Tilapia fish (epiya) fresh,Jun-22,June,2022,1189.43,0.56,19.13,Bauchi ,440.24,Abuja ,2353.85
1039,Titus:frozen,Jun-22,June,2022,1604.47,2.08,23.22,Adamawa ,900.5,Rivers ,2563
1040,Tomato,Jun-22,June,2022,438.33,3.51,5.64,Taraba ,157.88,Edo ,779.55
1041,"Vegetable oil:1 bottle,specify bottle",Jun-22,June,2022,1018.26,2.21,42.82,Bauchi ,600,Abia ,1400
1042,Wheat flour: prepacked (golden penny 2kg),Jun-22,June,2022,1087.09,2.53,35.23,Yobe ,768.1,Abia ,1394.11
1043,Yam tuber,Jun-22,June,2022,384.48,3.29,30.64,Taraba ,139.64,Akwa_Ibom ,806.71
1001,Agric eggs medium size,Jul-22,July,2022,721.46,2.45,24.92,Borno ,501.43,Rivers ,910
1002,Agric eggs(medium size price of one),Jul-22,July,2022,71.04,3.61,34.72,Adamawa ,60,Delta ,82.33
1003,"Beans brown,sold loose",Jul-22,July,2022,562.55,2.02,15.89,Borno ,325.47,Ebonyi ,926.58
1004,Beans:white black eye. sold loose,Jul-22,July,2022,547.38,2.09,23.22,Borno ,317.73,Ebonyi ,900.51
1005,Beef Bone in,Jul-22,July,2022,1589.18,1.17,25.92,Taraba ,1202.4,Abuja ,1972.59
1006,"Beef,boneless",Jul-22,July,2022,2118.84,1.87,27.58,Taraba ,1500,Edo ,2710.43
1007,Bread sliced 500g,Jul-22,July,2022,486.27,2.92,34.66,Plateau ,296.25,Abia ,672.03
1008,Bread unsliced 500g,Jul-22,July,2022,447.16,2.91,33.21,Akwa_Ibom ,275,Abuja ,726.67
1009,Broken Rice (Ofada),Jul-22,July,2022,535.84,1.54,12.32,Nassarawa ,368.69,Lagos ,881.21
1010,Catfish (obokun) fresh,Jul-22,July,2022,1426.55,0.89,21.51,Taraba ,715.89,Imo ,2600.55
1011,Catfish :dried,Jul-22,July,2022,2175.14,0.86,18.38,Adamawa ,1337.78,Ebonyi ,4082.79
1012,Catfish Smoked,Jul-22,July,2022,1789.8,0.41,12.36,Nassarawa ,1398.52,Abia ,2590.91
1013,Chicken Feet,Jul-22,July,2022,987.33,1.62,20.55,Gombe ,350.14,Enugu ,1740
1014,Chicken Wings,Jul-22,July,2022,1308.34,1.23,21.13,Gombe ,550.21,Edo ,2360
1015,Dried Fish Sardine,Jul-22,July,2022,1807.49,1.62,14.75,Ondo ,1230.19,Enugu ,2901.29
1016,Evaporated tinned milk carnation 170g,Jul-22,July,2022,232.44,2.66,26,Anambra ,126.77,Ebonyi ,305.22
1017,"Evaporated tinned milk(peak), 170g",Jul-22,July,2022,275.79,3.38,31.65,Gombe ,210.3,Enugu ,349.59
1018,Frozen chicken,Jul-22,July,2022,2488.83,1.42,21.43,Gombe ,1505.32,Enugu ,3837.33
1019,"Gari white,sold loose",Jul-22,July,2022,323.17,-2.82,-1.83,Adamawa ,243.28,Kaduna ,406.48
1020,"Gari yellow,sold loose",Jul-22,July,2022,345.76,-2.31,-0.56,Cross_River ,259.56,Lagos ,502.39
1021,"Groundnut oil: 1 bottle, specify bottle",Jul-22,July,2022,1078.17,1.44,40.24,Taraba ,581.02,Anambra ,1735.93
1022,Iced Sardine,Jul-22,July,2022,1420.81,1.85,22.38,Taraba ,1062.95,Edo ,2399.22
1023,Irish potato,Jul-22,July,2022,486.1,2.6,27.85,Kogi ,190.91,Ebonyi ,988.33
1024,Mackerel : frozen,Jul-22,July,2022,1495.85,2.47,24.49,Bauchi ,1011.15,Abia ,2375.34
1025,Maize grain white sold loose,Jul-22,July,2022,315.03,-2.87,14.22,Adamawa ,200.96,Lagos ,502.91
1026,Maize grain yellow sold loose,Jul-22,July,2022,316.56,-1.39,12.81,Adamawa ,201.9,Bayelsa ,490.61
1027,Mudfish (aro) fresh,Jul-22,July,2022,1327.68,-0.65,15.98,Adamawa ,725.44,Abuja ,2216.85
1028,Mudfish : dried,Jul-22,July,2022,2100.09,0.63,15.69,Adamawa ,1277.78,Abia ,3541.67
1029,Onion bulb,Jul-22,July,2022,396.96,0.92,23.25,Bauchi ,150.53,Cross_River ,886.9
1030,"Palm oil: 1 bottle,specify bottle",Jul-22,July,2022,890.67,2.27,40.19,Kwara ,526.19,Imo ,1205.8
1031,Plantain(ripe),Jul-22,July,2022,334.18,2.54,12.88,Bauchi ,183.33,Imo ,575.17
1032,Plantain(unripe),Jul-22,July,2022,309.24,2.08,11.34,Gombe ,192.48,Imo ,495.75
1033,Rice agric sold loose,Jul-22,July,2022,497.03,-2.55,7.5,Yobe ,415.44,Akwa_Ibom ,784
1034,Rice local sold loose,Jul-22,July,2022,467.8,-4.27,13.55,Jigawa ,363.34,Rivers ,619.62
1035,Rice Medium Grained,Jul-22,July,2022,520.37,1.65,14.12,Adamawa ,390.59,Rivers ,750.49
1036,"Rice,imported high quality sold loose",Jul-22,July,2022,650.04,2.17,17.59,Taraba ,500,Rivers ,855.84
1037,Sweet potato,Jul-22,July,2022,250.72,1.13,25.45,Bauchi ,151.4,Akwa_Ibom ,380.43
1038,Tilapia fish (epiya) fresh,Jul-22,July,2022,1194.4,0.42,17.4,Bauchi ,410.2,Abuja ,2355.73
1039,Titus:frozen,Jul-22,July,2022,1637.46,2.06,23.36,Gombe ,1011.15,Rivers ,2592.95
1040,Tomato,Jul-22,July,2022,446.81,1.94,7.71,Taraba ,159.14,Edo ,799.16
1041,"Vegetable oil:1 bottle,specify bottle",Jul-22,July,2022,1041.58,2.29,40.88,Bauchi ,605.32,Abia ,1457.78
1042,Wheat flour: prepacked (golden penny 2kg),Jul-22,July,2022,1094.72,0.7,31.8,Yobe ,800.9,Abia ,1400
1043,Yam tuber,Jul-22,July,2022,389.75,1.37,26.25,Taraba ,145.75,Akwa_Ibom ,810.17
1001,Agric eggs medium size,Aug-22,August,2022,733.58,1.68,25.26,Borno ,502.86,Rivers ,960.5
1002,Agric eggs(medium size price of one),Aug-22,August,2022,73.32,3.21,37.81,Adamawa ,60.08,Edo ,84.39
1003,"Beans brown,sold loose",Aug-22,August,2022,545.61,-3.01,10,Borno ,325.38,Ebonyi ,838.1
1004,Beans:white black eye. sold loose,Aug-22,August,2022,517.23,-5.51,12.94,Borno ,318.33,Ebonyi ,823.35
1005,Beef Bone in,Aug-22,August,2022,1610.31,1.33,26.38,Taraba ,1275.76,Kaduna ,1975.92
1006,"Beef,boneless",Aug-22,August,2022,2141.18,1.05,25.89,Kogi ,1506.4,Edo ,2710.97
1007,Bread sliced 500g,Aug-22,August,2022,488.14,0.38,33.12,Plateau ,300,Abia ,680.33
1008,Bread unsliced 500g,Aug-22,August,2022,454.07,1.55,32.47,Akwa Ibom ,275.06,Abuja ,700
1009,Broken Rice (Ofada),Aug-22,August,2022,521.08,-2.75,9.15,Benue ,300,Lagos ,800.17
1010,Catfish (obokun) fresh,Aug-22,August,2022,1436.69,0.71,19.27,Taraba ,708.32,Imo ,2650.25
1011,Catfish :dried,Aug-22,August,2022,2169.89,-0.24,16.1,Adamawa ,1340.2,Ebonyi ,4000
1012,Catfish Smoked,Aug-22,August,2022,1797.25,0.42,12.06,Nasarawa ,1400,Abia ,2588.26
1013,Chicken Feet,Aug-22,August,2022,997.84,1.06,20.2,Gombe ,350.5,Enugu ,1755.16
1014,Chicken Wings,Aug-22,August,2022,1330.28,1.68,19.88,Taraba ,545.88,Edo ,2360.47
1015,Dried Fish Sardine,Aug-22,August,2022,1816.81,0.52,14.04,Ondo ,1235.21,Anambra ,2899.16
1016,Evaporated tinned milk carnation 170g,Aug-22,August,2022,240.07,3.28,28.01,Anambra ,130,Osun ,350
1017,"Evaporated tinned milk(peak), 170g",Aug-22,August,2022,283.42,2.76,33,Gombe ,214.29,Oyo ,350.41
1018,Frozen chicken,Aug-22,August,2022,2531.52,1.72,21.05,Gombe ,1509.15,Enugu ,3916.67
1019,"Gari white,sold loose",Aug-22,August,2022,305.92,-5.34,-3.68,Osun ,237.75,Kaduna ,425.86
1020,"Gari yellow,sold loose",Aug-22,August,2022,341.37,-1.27,-0.13,Osun ,245.14,Lagos ,500.6
1021,"Groundnut oil: 1 bottle, specify bottle",Aug-22,August,2022,1087.64,0.88,33.83,Kogi ,594.89,Anambra ,1743.25
1022,Iced Sardine,Aug-22,August,2022,1438.68,1.26,20.38,Taraba ,1100.13,Edo ,2399.7
1023,Irish potato,Aug-22,August,2022,482.02,-0.84,31.47,Kogi ,192.67,Ebonyi ,1000
1024,Mackerel : frozen,Aug-22,August,2022,1506.99,0.75,20.57,Bauchi ,1058.16,Abia ,2390.64
1025,Maize grain white sold loose,Aug-22,August,2022,299.42,-4.95,10.57,Benue ,200.7,Lagos ,500.01
1026,Maize grain yellow sold loose,Aug-22,August,2022,306.96,-3.03,11.51,Adamawa ,207.9,Bayelsa ,491.71
1027,Mudfish (aro) fresh,Aug-22,August,2022,1344.18,1.24,14.32,Bauchi ,741.16,Abuja ,2219
1028,Mudfish : dried,Aug-22,August,2022,2113.21,0.63,15.24,Adamawa ,1275.38,Abia ,3785.88
1029,Onion bulb,Aug-22,August,2022,435.38,9.68,43.75,Yobe ,171.72,Adamawa ,1733.33
1030,"Palm oil: 1 bottle,specify bottle",Aug-22,August,2022,896.63,0.67,34.08,Kwara ,530.28,Imo ,1232.18
1031,Plantain(ripe),Aug-22,August,2022,334.92,0.22,15.11,Gombe ,181.82,Imo ,555
1032,Plantain(unripe),Aug-22,August,2022,311.82,0.83,15.19,Gombe ,190.66,Anambra ,466.77
1033,Rice agric sold loose,Aug-22,August,2022,535.36,1.73,14.2,Kebbi ,425.1,Akwa Ibom ,784.16
1034,Rice local sold loose,Aug-22,August,2022,454.1,-2.93,10.76,Jigawa ,362.37,Rivers ,619.75
1035,Rice Medium Grained,Aug-22,August,2022,520.18,-0.04,13,Kebbi ,361.05,Rivers ,750.64
1036,"Rice,imported high quality sold loose",Aug-22,August,2022,654.26,0.65,19.67,Taraba ,506.67,Rivers ,856.01
1037,Sweet potato,Aug-22,August,2022,248.55,-0.86,26.9,Nasarawa ,150.21,Akwa Ibom ,380.51
1038,Tilapia fish (epiya) fresh,Aug-22,August,2022,1193.48,-0.08,13.49,Bauchi ,400.2,Abuja ,2357.57
1039,Titus:frozen,Aug-22,August,2022,1648.75,0.69,19.86,Gombe ,1072.73,Rivers ,2593.47
1040,Tomato,Aug-22,August,2022,430.93,-3.56,8.71,Abuja ,50.75,Edo ,799.31
1041,"Vegetable oil:1 bottle,specify bottle",Aug-22,August,2022,1049.49,0.76,36.39,Bauchi ,610.12,Abia ,1455.71
1042,Wheat flour: prepacked (golden penny 2kg),Aug-22,August,2022,1106.76,1.1,27.27,Yobe ,812.58,Abia ,1403.64
1043,Yam tuber,Aug-22,August,2022,403.63,3.56,32.13,Taraba ,153.27,Akwa Ibom ,810.33
1001,Agric eggs medium size,Sep-22,September,2022,752.37,2.56,24.36,Kogi ,526.15,Rivers ,975
1002,Agric eggs(medium size price of one),Sep-22,September,2022,75.07,2.39,37.43,Akwa Ibom ,65.61,Delta ,85.12
1003,"Beans brown,sold loose",Sep-22,September,2022,556.81,2.05,13.14,Borno ,368.21,Ebonyi ,857.02
1004,Beans:white black eye. sold loose,Sep-22,September,2022,543.15,5.01,17.67,Benue ,358.73,Enugu ,784.71
1005,Beef Bone in,Sep-22,September,2022,1651.2,2.54,25.02,Taraba ,1347.42,Ogun ,2103.93
1006,"Beef,boneless",Sep-22,September,2022,2199.37,2.72,24.39,Kogi ,1543.7,Edo ,2721.81
1007,Bread sliced 500g,Sep-22,September,2022,511.74,4.83,33.01,Plateau ,300.2,Abuja ,700
1008,Bread unsliced 500g,Sep-22,September,2022,477.58,5.18,35.7,Akwa Ibom ,276.16,Abuja ,702.33
1009,Broken Rice (Ofada),Sep-22,September,2022,538.98,3.43,13.77,Benue ,400,Lagos ,811.35
1010,Catfish (obokun) fresh,Sep-22,September,2022,1458.6,1.52,18.37,Gombe ,777.15,Imo ,2766.67
1011,Catfish :dried,Sep-22,September,2022,2190.57,0.95,16.53,Kogi ,1399,Ebonyi ,3953.37
1012,Catfish Smoked,Sep-22,September,2022,1826.49,1.63,14.21,Kogi ,1410,Abia ,2596
1013,Chicken Feet,Sep-22,September,2022,1020.03,2.22,20.01,Taraba ,370.72,Enugu ,1756.74
1014,Chicken Wings,Sep-22,September,2022,1338.82,0.64,18.9,Taraba ,560.39,Edo ,2369.91
1015,Dried Fish Sardine,Sep-22,September,2022,1853.58,2.02,16.12,Ondo ,1231.35,Enugu ,2963.04
1016,Evaporated tinned milk carnation 170g,Sep-22,September,2022,248.94,3.69,32.9,Anambra ,130.08,Oyo ,320
1017,"Evaporated tinned milk(peak), 170g",Sep-22,September,2022,295.29,4.19,36.26,Plateau ,230,Oyo ,355.56
1018,Frozen chicken,Sep-22,September,2022,2556.12,0.97,21.15,Gombe ,1600.36,Enugu ,3983.33
1019,"Gari white,sold loose",Sep-22,September,2022,309.69,1.23,2.69,Osun ,237.71,Jigawa ,374.83
1020,"Gari yellow,sold loose",Sep-22,September,2022,345.17,1.11,7.05,Osun ,229.12,Lagos ,459.17
1021,"Groundnut oil: 1 bottle, specify bottle",Sep-22,September,2022,1113.33,2.36,31.84,Kogi ,600,Anambra ,1744.82
1022,Iced Sardine,Sep-22,September,2022,1483.66,3.13,22.75,Plateau ,1130,Edo ,2409.3
1023,Irish potato,Sep-22,September,2022,484.33,0.48,35.05,Kogi ,195.19,Ebonyi ,952.01
1024,Mackerel : frozen,Sep-22,September,2022,1538.17,2.07,20.1,Benue ,1097.22,Abia ,2408.59
1025,Maize grain white sold loose,Sep-22,September,2022,302,0.86,14.14,Benue ,210.34,Bayelsa ,499.52
1026,Maize grain yellow sold loose,Sep-22,September,2022,305.22,-0.57,14.33,Katsina ,192.84,Bayelsa ,493.18
1027,Mudfish (aro) fresh,Sep-22,September,2022,1362.96,1.4,14.35,Bauchi ,740.4,Abuja ,2230
1028,Mudfish : dried,Sep-22,September,2022,2158.12,2.13,16.99,Adamawa ,1325.35,Abia ,3801.57
1029,Onion bulb,Sep-22,September,2022,397.18,-8.77,32.86,Benue ,176.66,Cross River ,888.85
1030,"Palm oil: 1 bottle,specify bottle",Sep-22,September,2022,927.34,3.42,30.7,Kwara ,541.11,Imo ,1222.86
1031,Plantain(ripe),Sep-22,September,2022,345.9,3.28,21.41,Yobe ,199.43,Imo ,521.24
1032,Plantain(unripe),Sep-22,September,2022,323.38,3.71,26.21,Yobe ,202.91,Anambra ,459.15
1033,Rice agric sold loose,Sep-22,September,2022,552.46,3.19,19.31,Kebbi ,430,Akwa_Ibom ,787.29
1034,Rice local sold loose,Sep-22,September,2022,471.42,3.82,14.98,Jigawa ,371,Rivers ,621.61
1035,Rice Medium Grained,Sep-22,September,2022,532.42,2.35,17.2,Kebbi ,370,Rivers ,752.89
1036,"Rice,imported high quality sold loose",Sep-22,September,2022,668.53,2.18,22.27,Plateau ,535.78,Rivers ,858.58
1037,Sweet potato,Sep-22,September,2022,255.24,2.69,32.89,Benue ,142.84,Lagos ,393.53
1038,Tilapia fish (epiya) fresh,Sep-22,September,2022,1216.74,1.95,13.98,Adamawa ,428.24,Abuja ,2360.27
1039,Titus:frozen,Sep-22,September,2022,1671.45,1.38,17.18,Ondo ,1095.81,Rivers ,2601.25
1040,Tomato,Sep-22,September,2022,445.12,3.29,30.06,Taraba ,157.22,Edo ,802.51
1041,"Vegetable oil:1 bottle,specify bottle",Sep-22,September,2022,1075.89,2.52,32.35,Benue ,643.64,Abia ,1464.44
1042,Wheat flour: prepacked (golden penny 2kg),Sep-22,September,2022,1121.28,1.31,22.96,Kwara ,855,Abia ,1411.67
1043,Yam tuber,Sep-22,September,2022,409.23,1.39,33.35,Benue ,165.83,Akwa Ibom ,813.58
1001,Agric eggs medium size,Oct-22,October,2022,775.14,3.03,26.06,Kogi ,532.29,Rivers ,990.48
1002,Agric eggs(medium size price of one),Oct-22,October,2022,77.64,3.43,39.92,Akwa_Ibom ,70.67,Bayelsa ,89.52
1003,"Beans brown,sold loose",Oct-22,October,2022,564.69,1.41,17.95,Plateau ,360.03,Ebonyi ,848.74
1004,Beans:white black eye. sold loose,Oct-22,October,2022,547.39,0.78,17.78,Benue ,363.42,Imo ,775.77
1005,Beef Bone in,Oct-22,October,2022,1696.58,2.75,26.63,Osun ,1350.09,Sokoto ,2172.02
1006,"Beef,boneless",Oct-22,October,2022,2266.24,3.04,28.12,Kogi ,1551.52,Imo ,2819.44
1007,Bread sliced 500g,Oct-22,October,2022,523.16,2.23,36.68,Plateau ,310,Abuja ,705
1008,Bread unsliced 500g,Oct-22,October,2022,482.47,1.02,34.17,Akwa_Ibom ,270.47,Abuja ,700.33
1009,Broken Rice (Ofada),Oct-22,October,2022,538.19,-0.15,13.18,Benue ,410.81,Lagos ,821.37
1010,Catfish (obokun) fresh,Oct-22,October,2022,1480.34,1.49,19.14,Gombe ,811.11,Imo ,2774
1011,Catfish :dried,Oct-22,October,2022,2224.28,1.54,17.54,Kogi ,1400,Anambra ,4002.17
1012,Catfish Smoked,Oct-22,October,2022,1820.82,-0.31,12.31,Kogi ,1450,Enugu ,2535.53
1013,Chicken Feet,Oct-22,October,2022,1029.95,0.97,19.66,Taraba ,374.26,Enugu ,1812.12
1014,Chicken Wings,Oct-22,October,2022,1348.07,0.69,17.84,Taraba ,566.18,Edo ,2405.72
1015,Dried Fish Sardine,Oct-22,October,2022,1836.31,-0.93,14.47,Ondo ,1298.35,Enugu ,2975
1016,Evaporated tinned milk carnation 170g,Oct-22,October,2022,265.87,6.8,40.1,Plateau ,180,Ebonyi ,335
1017,"Evaporated tinned milk(peak), 170g",Oct-22,October,2022,314.29,6.43,44.49,Bauchi ,248.47,Lagos ,368.82
1018,Frozen chicken,Oct-22,October,2022,2601,1.76,22.17,Taraba ,1625.78,Enugu ,3931.16
1019,"Gari white,sold loose",Oct-22,October,2022,317.9,2.65,8.66,Osun ,240.54,Enugu ,427.33
1020,"Gari yellow,sold loose",Oct-22,October,2022,355.77,3.07,10.63,Osun ,232.89,Lagos ,464.23
1021,"Groundnut oil: 1 bottle, specify bottle",Oct-22,October,2022,1159.34,4.13,36.02,Kogi ,620.67,Anambra ,1800
1022,Iced Sardine,Oct-22,October,2022,1495.29,0.78,23.68,Kogi ,1140.67,Edo ,2445.62
1023,Irish potato,Oct-22,October,2022,508.13,4.91,38.13,Kogi ,200.06,Delta ,976.11
1024,Mackerel : frozen,Oct-22,October,2022,1537.04,-0.07,19.63,Kwara ,1026.1,Imo ,2396.56
1025,Maize grain white sold loose,Oct-22,October,2022,304.55,0.85,14.39,Kano ,215.7,Cross_River ,455.79
1026,Maize grain yellow sold loose,Oct-22,October,2022,307.62,0.78,15.02,Katsina ,203.56,Akwa_Ibom ,459.23
1027,Mudfish (aro) fresh,Oct-22,October,2022,1358.46,-0.33,14.24,Bauchi ,751.11,Abuja ,2200
1028,Mudfish : dried,Oct-22,October,2022,2161.14,0.14,16.75,Kebbi ,1388.31,Abia ,3717.97
1029,Onion bulb,Oct-22,October,2022,405.72,2.15,32.56,Benue ,180.34,Cross_River ,980.62
1030,"Palm oil: 1 bottle,specify bottle",Oct-22,October,2022,968.76,4.47,33.22,Benue ,625.78,Delta ,1291.67
1031,Plantain(ripe),Oct-22,October,2022,357.2,3.27,24.08,Taraba ,187.5,Bayelsa ,572.78
1032,Plantain(unripe),Oct-22,October,2022,333.79,3.22,27.6,Taraba ,200.3,Bayelsa ,521.24
1033,Rice agric sold loose,Oct-22,October,2022,561.55,1.65,20.6,Kebbi ,443.56,Akwa_Ibom ,796.74
1034,Rice local sold loose,Oct-22,October,2022,487.47,3.4,17.45,Jigawa ,381.54,Rivers ,630.66
1035,Rice Medium Grained,Oct-22,October,2022,547.11,2.76,18.07,Kebbi ,382.95,Rivers ,765.7
1036,"Rice,imported high quality sold loose",Oct-22,October,2022,689.32,3.11,24.6,Plateau ,540.79,Rivers ,873.61
1037,Sweet potato,Oct-22,October,2022,264.14,3.49,37.48,Benue ,140.18,Lagos ,396.23
1038,Tilapia fish (epiya) fresh,Oct-22,October,2022,1224.79,0.66,13.94,Adamawa ,417.18,Abuja ,2370.33
1039,Titus:frozen,Oct-22,October,2022,1659.22,-0.73,16.47,Kwara ,950,Rivers ,2660.88
1040,Tomato,Oct-22,October,2022,454.46,2.1,30.79,Taraba ,166.67,Delta ,824.55
1041,"Vegetable oil:1 bottle,specify bottle",Oct-22,October,2022,1106.08,2.81,33.99,Benue ,650.89,Abia ,1484.31
1042,Wheat flour: prepacked (golden penny 2kg),Oct-22,October,2022,1144.47,2.07,25.39,Kwara ,860,Imo ,1441.67
1043,Yam tuber,Oct-22,October,2022,409.86,0.15,30.92,Benue ,170.26,Akwa_Ibom ,825.34
1001,Agric eggs medium size,Nov-22,November,2022,801.39,3.39,27.24,Edo ,995.56,Kogi ,564.41
1002,Agric eggs(medium size price of one),Nov-22,November,2022,80.95,4.26,41.15,Bayelsa ,99.09,Akwa Ibom ,70.88
1003,"Beans brown,sold loose",Nov-22,November,2022,578.55,2.45,18.16,Ebonyi ,868.33,Kebbi ,365.71
1004,Beans:white black eye. sold loose,Nov-22,November,2022,557.67,1.88,16.97,Ebonyi ,780.68,Benue ,372.24
1005,Beef Bone in,Nov-22,November,2022,1757.44,3.59,28.63,Sokoto ,2155,Osun ,1356.24
1006,"Beef,boneless",Nov-22,November,2022,2337.46,3.14,29,Abia ,2898.76,Kogi ,1617.73
1007,Bread sliced 500g,Nov-22,November,2022,529.07,1.13,30.89,Abia ,710,Plateau ,328.6
1008,Bread unsliced 500g,Nov-22,November,2022,492.01,1.98,34.26,Abuja ,700.25,Akwa Ibom ,271.28
1009,Broken Rice (Ofada),Nov-22,November,2022,549.67,2.13,14.36,Lagos ,829.03,Benue ,416.9
1010,Catfish (obokun) fresh,Nov-22,November,2022,1514.27,2.29,18.62,Imo ,2750,Kogi ,823.33
1011,Catfish :dried,Nov-22,November,2022,2311.15,3.91,18.74,Anambra ,4168.33,Taraba ,1419.18
1012,Catfish Smoked,Nov-22,November,2022,1871.43,2.78,12.42,Ogun ,2714.29,Benue ,1457.55
1013,Chicken Feet,Nov-22,November,2022,1050.73,2.02,19.03,Enugu ,1850,Taraba ,377.96
1014,Chicken Wings,Nov-22,November,2022,1366.61,1.38,15.83,Edo ,2411.5,Taraba ,571.79
1015,Dried Fish Sardine,Nov-22,November,2022,1884.64,2.63,15.33,Enugu ,3069.98,Ondo ,1393.62
1016,Evaporated tinned milk carnation 170g,Nov-22,November,2022,273.78,2.97,39.9,Ogun ,370,Plateau ,190.8
1017,"Evaporated tinned milk(peak), 170g",Nov-22,November,2022,327.26,4.13,40.64,Anambra ,394.55,Bauchi ,259.16
1018,Frozen chicken,Nov-22,November,2022,2651.94,1.96,22.35,Enugu ,4066.67,Taraba ,1641.88
1019,"Gari white,sold loose",Nov-22,November,2022,325.82,2.49,7.79,Enugu ,439.23,Osun ,253.7
1020,"Gari yellow,sold loose",Nov-22,November,2022,360.11,1.22,9.39,Lagos ,473.74,Osun ,238.19
1021,"Groundnut oil: 1 bottle, specify bottle",Nov-22,November,2022,1199.39,3.45,35.15,Ebonyi ,2000,Kogi ,693.15
1022,Iced Sardine,Nov-22,November,2022,1581.43,5.76,27.91,Cross River ,2712.19,Osun ,1200.45
1023,Irish potato,Nov-22,November,2022,531.25,4.55,31.6,Lagos ,1047.28,Kogi ,200.86
1024,Mackerel : frozen,Nov-22,November,2022,1570.68,2.19,19.33,Imo ,2452.49,Benue ,1111.76
1025,Maize grain white sold loose,Nov-22,November,2022,317.86,4.37,16.68,Cross River ,562.49,Jigawa ,220.66
1026,Maize grain yellow sold loose,Nov-22,November,2022,317.7,3.28,16.14,Cross River ,461.09,Katsina ,216.77
1027,Mudfish (aro) fresh,Nov-22,November,2022,1377.46,1.4,12.96,Abuja ,2269.64,Bauchi ,783.41
1028,Mudfish : dried,Nov-22,November,2022,2205.07,2.03,16.17,Abia ,3718.41,Kebbi ,1350
1029,Onion bulb,Nov-22,November,2022,425.71,4.93,26.15,Cross River ,989.49,Taraba ,194.64
1030,"Palm oil: 1 bottle,specify bottle",Nov-22,November,2022,1006.64,3.91,29.87,Delta ,1299.86,Kwara ,682.71
1031,Plantain(ripe),Nov-22,November,2022,368.88,3.27,29.68,Imo ,603.68,Taraba ,189.36
1032,Plantain(unripe),Nov-22,November,2022,340.78,2.09,30.71,Bayelsa ,528.37,Taraba ,202.28
1033,Rice agric sold loose,Nov-22,November,2022,575.75,2.53,22.62,Akwa Ibom ,799.13,Kebbi ,446.66
1034,Rice local sold loose,Nov-22,November,2022,500.8,2.73,18.95,Rivers ,632.05,Jigawa ,378.81
1035,Rice Medium Grained,Nov-22,November,2022,561.12,2.56,17.72,Rivers ,767.39,Kogi ,426.91
1036,"Rice,imported high quality sold loose",Nov-22,November,2022,704.13,2.15,23.8,Rivers ,875.53,Plateau ,573.24
1037,Sweet potato,Nov-22,November,2022,264.9,0.29,31.5,Lagos ,406.08,Benue ,147.95
1038,Tilapia fish (epiya) fresh,Nov-22,November,2022,1238.93,1.15,12.49,Abuja ,2250.62,Adamawa ,430.28
1039,Titus:frozen,Nov-22,November,2022,1694.26,2.11,16.3,Rivers ,2666.73,Kwara ,1053.78
1040,Tomato,Nov-22,November,2022,455.13,0.15,29.98,Delta ,831.09,Taraba ,168.32
1041,"Vegetable oil:1 bottle,specify bottle",Nov-22,November,2022,1142.99,3.34,30.41,Ekiti ,1584.31,Kwara ,693.08
1042,Wheat flour: prepacked (golden penny 2kg),Nov-22,November,2022,1189.74,3.96,25.16,Imo ,1486.36,Kwara ,950
1043,Yam tuber,Nov-22,November,2022,421.08,2.74,29.25,Akwa Ibom ,827.81,Benue ,172.47
1001,Agric eggs medium size,Dec-22,December,2022,825.08,2.96,29.9,Imo ,1033.57,Kogi ,567.27
1002,Agric eggs(medium size price of one),Dec-22,December,2022,83.51,3.15,44.42,Rivers ,96.15,Kano ,73
