ID,Commodity,Month/Year,Month,Year,Average Price,Month-on-Month,Year-on-Year,Lowest State,Lowest Price,Highest State,Highest Price
1033,Rice agric sold loose,Apr-22,April,2022,504.2,0.81,13.97,Yobe ,368.69,Akwa Ibom ,755.56
1034,Rice local sold loose,Apr-22,April,2022,440.26,-0.35,10.32,Jigawa ,351.85,Ondo ,573.03
1035,Rice Medium Grained,Apr-22,April,2022,494.88,1.29,12,Yobe ,341.67,Rivers ,690.65
1036,"Rice,imported high quality sold loose",Apr-22,April,2022,612.25,0.75,13.26,Borno ,423.86,Ebonyi ,799.64
1037,Sweet potato,Apr-22,April,2022,227.74,-0.14,44.36,Bauchi ,132,Edo ,386.31
1038,Tilapia fish (epiya) fresh,Apr-22,April,2022,1176.9,1.34,29.29,Bauchi ,470,Abuja ,2315
1039,Titus:frozen,Apr-22,April,2022,1554.35,1.79,42.44,Adamawa ,862.66,Rivers ,2432.84
1040,Tomato,Apr-22,April,2022,426.54,4.04,53.85,Taraba ,135.35,Akwa Ibom ,1103.72
1041,"Vegetable oil:1 bottle,specify bottle",Apr-22,April,2022,981.16,1.12,45.85,Gombe ,573.08,Abia ,1330.83
1042,Wheat flour: prepacked (golden penny 2kg),Apr-22,April,2022,1047.74,0.57,35.97,Yobe ,750,Abuja ,1380
1043,Yam tuber,Apr-22,April,2022,361.2,2.16,42.88,Bauchi ,133.28,Akwa Ibom ,695.93
1001,Agric eggs medium size,May-22,May,2022,689.61,1.58,27.34,Borno ,440.65,Delta ,896.84
1002,Agric eggs(medium size price of one),May-22,May,2022,65.65,2.58,31.32,Taraba ,49.31,Delta ,79.44
1003,"Beans brown,sold loose",May-22,May,2022,536.91,1.19,32.16,Bauchi ,265.97,Ebonyi ,903.02
1004,Beans:white black eye. sold loose,May-22,May,2022,524.7,1.09,37.22,Borno ,262.79,Ebonyi ,899.79
1005,Beef Bone in,May-22,May,2022,1522.75,0.97,29.81,Taraba ,1107.84,Abuja ,1966.67
1006,"Beef,boneless",May-22,May,2022,2029.59,0.14,34.11,Bauchi ,1375.56,Ebonyi ,2596.23
1007,Bread sliced 500g,May-22,May,2022,456.79,1.39,35.21,Borno ,265.3,Abia ,655.86
1008,Bread unsliced 500g,May-22,May,2022,421.64,2.28,35.66,Yobe ,255.37,Abuja ,700
1009,Broken Rice (Ofada),May-22,May,2022,515.04,0.3,9.55,Nassarawa ,318.66,Lagos ,806.33
1010,Catfish (obokun) fresh,May-22,May,2022,1389.7,0.76,24.52,Yobe ,768.12,Imo ,2500
1011,Catfish :dried,May-22,May,2022,2221.63,4.93,26.57,Adamawa ,1383.2,Jigawa ,5300.82
1012,Catfish Smoked,May-22,May,2022,1764.56,0.75,13.77,Benue ,1362.48,Abia ,2550.88
1013,Chicken Feet,May-22,May,2022,936.86,0.48,16.96,Taraba ,322.28,Rivers ,1579.17
1014,Chicken Wings,May-22,May,2022,1270.95,1.67,23.78,Adamawa ,522.44,Edo ,2288.89
1015,Dried Fish Sardine,May-22,May,2022,1752.79,1.28,15.68,Ondo ,1280.22,Abia ,2768.46
1016,Evaporated tinned milk carnation 170g,May-22,May,2022,221.2,2.04,25.05,Anambra ,126.61,Ebonyi ,300.24
1017,"Evaporated tinned milk(peak), 170g",May-22,May,2022,258.55,1.85,28.22,Gombe ,186.7,Enugu ,346
1018,Frozen chicken,May-22,May,2022,2415.53,1.46,24.2,Taraba ,1443.45,Enugu ,3787.5
1019,"Gari white,sold loose",May-22,May,2022,326.85,2.55,8.27,Kwara ,245.81,Ebonyi ,461.67
1020,"Gari yellow,sold loose",May-22,May,2022,344.69,2.84,8.16,Cross_River ,245.91,Imo ,499.4
1021,"Groundnut oil: 1 bottle, specify bottle",May-22,May,2022,1040.88,3.29,47.99,Kogi ,543.76,Anambra ,1733.33
1022,Iced Sardine,May-22,May,2022,1359.45,1.63,26.3,Bauchi ,908.29,Edo ,2340.91
1023,Irish potato,May-22,May,2022,460.07,2.61,39.3,Yobe ,180.02,Ebonyi ,1009.19
1024,Mackerel : frozen,May-22,May,2022,1430.9,1.18,32.04,Bauchi ,959.98,Abia ,2298.32
1025,Maize grain white sold loose,May-22,May,2022,314.75,2.96,26.48,Bauchi ,181.21,Bayelsa ,493.23
1026,Maize grain yellow sold loose,May-22,May,2022,312.51,2.68,21.94,Adamawa ,172.78,Abia ,490.92
1027,Mudfish (aro) fresh,May-22,May,2022,1310.34,0.4,23.17,Adamawa ,741.59,Abuja ,2200.34
1028,Mudfish : dried,May-22,May,2022,2049.54,0.41,15.8,Adamawa ,1337.76,Abia ,3499.29
1029,Onion bulb,May-22,May,2022,387.53,1.73,26.01,Bauchi ,145.97,Cross_River ,844.86
1030,"Palm oil: 1 bottle,specify bottle",May-22,May,2022,847.39,0.55,42.81,Kwara ,496.41,Imo ,1176.77
1031,Plantain(ripe),May-22,May,2022,315.84,2.96,18.89,Gombe ,166.11,Anambra ,503.32
1032,Plantain(unripe),May-22,May,2022,340.65,0.94,33,Adamawa ,175.58,Benue ,2008.85
1033,Rice agric sold loose,May-22,May,2022,507.18,0.59,13.91,Yobe ,371.16,Akwa_Ibom ,760
1034,Rice local sold loose,May-22,May,2022,447.51,1.65,12.5,Yobe ,355.5,Ondo ,575.76
1035,Rice Medium Grained,May-22,May,2022,496.98,0.42,12.57,Yobe ,343.96,Rivers ,693.36
1036,"Rice,imported high quality sold loose",May-22,May,2022,619.64,1.21,13.89,Borno ,430.22,Ebonyi ,800.67
1037,Sweet potato,May-22,May,2022,234.69,3.05,35.95,Bauchi ,132.88,Akwa_Ibom ,374.17
1038,Tilapia fish (epiya) fresh,May-22,May,2022,1182.76,0.5,27.52,Bauchi ,473.15,Abuja ,2337.49
1039,Titus:frozen,May-22,May,2022,1571.75,1.12,40.86,Adamawa ,867.4,Rivers ,2462.83
1040,Tomato,May-22,May,2022,423.48,-0.72,39.53,Taraba ,136.31,Edo ,773.91
1041,"Vegetable oil:1 bottle,specify bottle",May-22,May,2022,996.25,1.54,45.08,Gombe ,576.52,Abia ,1347.37
1042,Wheat flour: prepacked (golden penny 2kg),May-22,May,2022,1060.26,1.2,34.92,Yobe ,755.03,Abia ,1393
1043,Yam tuber,May-22,May,2022,372.23,3.05,37.87,Bauchi ,134.17,Akwa_Ibom ,804.45
1001,Agric eggs medium size,Jun-22,June,2022,704.19,2.11,26.31,Borno ,471.54,Rivers ,900.48
1002,Agric eggs(medium size price of one),Jun-22,June,2022,68.56,4.44,33.86,Plateau ,55,Delta ,80.13
1003,"Beans brown,sold loose",Jun-22,June,2022,551.4,2.7,16.61,Bauchi ,294.29,Ebonyi ,920.99
1004,Beans:white black eye. sold loose,Jun-22,June,2022,536.17,2.19,24.17,Bauchi ,295.25,Ebonyi ,899.52
1005,Beef Bone in,Jun-22,June,2022,1570.79,3.15,26.78,Taraba ,1192.86,Abuja ,1968.24
1006,"Beef,boneless",Jun-22,June,2022,2079.93,2.48,26.83,Bauchi ,1433.33,Edo ,2634.4
1007,Bread sliced 500g,Jun-22,June,2022,472.47,3.43,31.8,Plateau ,280,Rivers ,659.41
1008,Bread unsliced 500g,Jun-22,June,2022,434.5,3.05,32.98,Akwa_Ibom ,270.18,Abuja ,700.49
1009,Broken Rice (Ofada),Jun-22,June,2022,527.73,2.47,11.79,Nassarawa ,326.21,Lagos ,823.25
1010,Catfish (obokun) fresh,Jun-22,June,2022,1413.9,1.74,22.04,Taraba ,733.33,Imo ,2516.67
1011,Catfish :dried,Jun-22,June,2022,2156.64,-2.93,19.04,Adamawa ,1394.44,Ebonyi ,3970.13
1012,Catfish Smoked,Jun-22,June,2022,1782.48,1.02,13.34,Adamawa ,1400.2,Abia ,2552.92
1013,Chicken Feet,Jun-22,June,2022,971.6,3.71,19.82,Bauchi ,350,Enugu ,1725.5
1014,Chicken Wings,Jun-22,June,2022,1292.39,1.69,21.72,Adamawa ,520.1,Edo ,2340
1015,Dried Fish Sardine,Jun-22,June,2022,1778.74,1.48,14.37,Ondo ,1287.35,Enugu ,2800
1016,Evaporated tinned milk carnation 170g,Jun-22,June,2022,226.41,2.36,25.74,Anambra ,126.71,Ebonyi ,300.45
1017,"Evaporated tinned milk(peak), 170g",Jun-22,June,2022,266.77,3.18,28.45,Gombe ,202.86,Enugu ,347.54
1018,Frozen chicken,Jun-22,June,2022,2453.94,1.59,21.16,Taraba ,1500,Enugu ,3825
1019,"Gari white,sold loose",Jun-22,June,2022,332.53,1.74,2.55,Bauchi ,259.4,Ebonyi ,461.9
1020,"Gari yellow,sold loose",Jun-22,June,2022,353.95,2.69,2.93,Cross_River ,256.35,Lagos ,500.54
1021,"Groundnut oil: 1 bottle, specify bottle",Jun-22,June,2022,1062.9,2.12,42.07,Bauchi ,550.3,Anambra ,1734.55
1022,Iced Sardine,Jun-22,June,2022,1394.99,2.61,22.36,Bauchi ,1016.67,Edo ,2359.66
1023,Irish potato,Jun-22,June,2022,473.77,2.98,25.86,Kwara ,190.46,Ebonyi ,1010
